apc_nosubsp,budlength_min,budlength_max,budwidth_min,budwidth_max,frtlength_min,frtlength_max,frtwidth_min,frtwidth_max,bud_n_min,bud_n_max,max_height_m,colours_all,tree_names,range_names,subgenus
Eucalyptus populnea,0.3,0.5,0.2,0.3,0.2,0.4,0.2,0.4,7,15,20,white_cream,Eucalyptus_populnea,Eucalyptus populnea,Symphyomyrtus
Eucalyptus porosa,0.4,0.7,0.3,0.5,0.4,0.7,0.4,0.8,7,7,6,white_cream,Eucalyptus_porosa,Eucalyptus porosa,Symphyomyrtus
Eucalyptus praetermissa,1.1,1.5,0.25,0.4,0.6,0.8,0.4,0.6,9,15,10,white_cream,Eucalyptus_praetermissa,Eucalyptus praetermissa,Symphyomyrtus
Eucalyptus prava,1,1.5,0.4,0.6,0.3,0.8,0.5,1,7,7,15,white_cream,Eucalyptus_prava,Eucalyptus prava,Symphyomyrtus
Eucalyptus preissiana,1.5,2.6,1.3,1.8,1.1,2.7,2,5.3,3,3,2.5,yellow,Eucalyptus_preissiana,Eucalyptus preissiana,Eucalyptus
Eucalyptus prolixa,1.1,1.5,0.4,0.5,1,1.5,0.4,0.7,7,7,10,white_cream,Eucalyptus_prolixa,Eucalyptus prolixa,Symphyomyrtus
Eucalyptus prominens,0.7,1.1,0.5,0.8,0.6,1.1,0.7,1,7,9,3,white_cream,Eucalyptus_prominens,Eucalyptus prominens,Symphyomyrtus
Eucalyptus propinqua,0.3,0.5,0.3,NA,0.2,0.4,0.4,0.6,7,15,40,white_cream,Eucalyptus_propinqua,Eucalyptus propinqua,Symphyomyrtus
Eucalyptus protensa,2.9,4,0.6,0.9,0.6,0.8,0.8,1.3,7,7,10,yellow,Eucalyptus_protensa,Eucalyptus protensa,Symphyomyrtus
Eucalyptus provecta,0.3,0.5,0.2,0.3,0.3,0.5,0.35,0.5,7,7,12,white_cream,NA,Eucalyptus provecta,Symphyomyrtus
Eucalyptus proxima,0.8,1.5,0.5,0.9,0.9,1.3,0.8,1.4,7,7,3,red yellow,Eucalyptus_proxima,Eucalyptus proxima,Symphyomyrtus
Eucalyptus pruiniramis,1.1,1.6,0.5,0.7,0.8,1.2,0.8,1,7,11,4,white_cream,Eucalyptus_pruiniramis,Eucalyptus pruiniramis,Symphyomyrtus
Eucalyptus pruinosa,0.6,1.2,0.3,0.5,0.5,1.3,0.4,0.8,7,7,10,white_cream,Eucalyptus_pruinosa,Eucalyptus pruinosa,Symphyomyrtus
Eucalyptus psammitica,0.6,0.7,0.3,0.5,0.7,0.9,0.8,0.9,7,15,20,white_cream,NA,Eucalyptus psammitica,Eucalyptus
Eucalyptus pterocarpa,2,2.5,1,1.3,1.2,1.5,1.4,2.3,7,7,10,white_cream,Eucalyptus_pterocarpa,Eucalyptus pterocarpa,Symphyomyrtus
Eucalyptus pulchella,0.3,0.6,0.2,0.3,0.4,0.6,0.5,0.7,9,20,21,white_cream,Eucalyptus_pulchella,Eucalyptus pulchella,Eucalyptus
Eucalyptus pulverulenta,0.9,1.1,0.4,0.7,0.5,1,0.6,1.1,3,3,10,white_cream,Eucalyptus_pulverulenta,Eucalyptus pulverulenta,Symphyomyrtus
Eucalyptus pumila,0.7,1.1,0.4,0.6,0.4,0.6,0.7,0.9,7,7,6,white_cream,Eucalyptus_pumila,Eucalyptus pumila,Symphyomyrtus
Eucalyptus punctata,0.6,0.9,0.4,0.9,0.4,0.9,0.6,1,7,7,35,white_cream,NA,Eucalyptus punctata,Symphyomyrtus
Eucalyptus purpurata,1.1,1.5,0.4,0.5,0.5,0.6,0.6,0.7,7,11,10,white_cream,Eucalyptus_purpurata,Eucalyptus purpurata,Symphyomyrtus
Eucalyptus pyriformis,3.2,6,2,3,2.5,4,3,5.5,3,3,5,red yellow,Eucalyptus_pyriformis,Eucalyptus pyriformis,Symphyomyrtus
Eucalyptus pyrocarpa,0.9,1.3,0.6,0.7,1,1.5,0.9,1.7,7,11,30,white_cream,Eucalyptus_pyrocarpa,Eucalyptus pyrocarpa,Eucalyptus
Eucalyptus quadrangulata,0.4,0.7,0.3,NA,0.4,0.5,0.4,0.6,7,7,50,white_cream,Eucalyptus_quadrangulata,Eucalyptus quadrangulata,Symphyomyrtus
Eucalyptus quadrans,0.5,0.7,0.3,0.6,0.6,0.9,0.4,0.7,7,7,12,white_cream,Eucalyptus_quadrans,Eucalyptus quadrans,Symphyomyrtus
Eucalyptus quadricostata,0.8,1.2,0.4,0.6,0.6,1.3,0.6,1,7,7,14,white_cream,Eucalyptus_quadricostata,Eucalyptus quadricostata,Symphyomyrtus
Eucalyptus quaerenda,0.4,0.6,0.3,0.4,0.4,0.5,0.5,0.7,7,7,4,white_cream,Eucalyptus_quaerenda,Eucalyptus quaerenda,Symphyomyrtus
Eucalyptus racemosa,0.3,0.5,0.2,0.3,0.3,0.6,0.4,0.7,7,15,25,white_cream,Eucalyptus_racemosa,Eucalyptus racemosa,Eucalyptus
Eucalyptus radiata,0.3,0.6,0.2,0.3,0.3,0.6,0.4,0.7,9,20,50,white_cream,Eucalyptus_radiata,Eucalyptus radiata,Eucalyptus
Eucalyptus rameliana,2.5,3.7,1.5,2.7,1.2,1.7,2.3,3.5,1,1,3,red yellow,Eucalyptus_rameliana,Eucalyptus rameliana,Symphyomyrtus
Eucalyptus raveretiana,0.3,0.4,0.15,0.2,0.05,0.15,0.15,0.3,7,7,30,white_cream,Eucalyptus_raveretiana,Eucalyptus raveretiana,Symphyomyrtus
Eucalyptus ravida,0.8,1.3,0.5,0.6,0.4,0.7,0.6,1,7,7,10,white_cream,Eucalyptus_ravida,Eucalyptus ravida,Symphyomyrtus
Eucalyptus recta,1.5,2.5,0.6,0.9,0.6,0.9,1,1.4,9,11,15,white_cream,Eucalyptus_recta,Eucalyptus recta,Symphyomyrtus
Eucalyptus recurva,0.4,0.5,0.3,0.4,0.3,NA,0.4,0.6,3,3,4,white_cream,Eucalyptus_recurva,Eucalyptus recurva,Symphyomyrtus
Eucalyptus redunca,1.6,2.6,0.3,0.5,0.7,1.1,0.5,0.8,9,11,2,yellow,Eucalyptus_redunca,Eucalyptus redunca,Symphyomyrtus
Eucalyptus regnans,0.4,0.7,0.2,0.4,0.5,0.8,0.4,0.7,9,15,99.6,white_cream,Eucalyptus_regnans,Eucalyptus regnans,Eucalyptus
Eucalyptus relicta,0.6,1,0.4,0.7,0.4,0.6,0.7,0.8,7,13,12,white_cream,NA,Eucalyptus relicta,Symphyomyrtus
Eucalyptus remota,0.4,0.6,0.3,0.4,0.6,1,0.5,1,9,19,4,white_cream,Eucalyptus_remota,Eucalyptus remota,Eucalyptus
Eucalyptus repullulans,0.8,1.2,0.5,0.6,0.7,1.2,0.7,0.9,7,13,5,white_cream,NA,Eucalyptus repullulans,Symphyomyrtus
Eucalyptus resinifera,1,1.9,0.3,0.7,0.3,0.8,0.6,1,7,11,45,white_cream,Eucalyptus_resinifera,Eucalyptus resinifera,Symphyomyrtus
Eucalyptus retinens,0.7,1,0.3,0.5,0.5,1,0.7,1,7,7,25,white_cream,Eucalyptus_retinens,Eucalyptus retinens,Symphyomyrtus
Eucalyptus retusa,NA,NA,NA,NA,0.8,NA,0.7,1,13,19,4,green,Eucalyptus_retusa,Eucalyptus retusa,Symphyomyrtus
Eucalyptus rhodantha,2.8,5.3,2.3,3.7,1.6,2.8,3.3,4.5,1,1,3,red,Eucalyptus_rhodantha,Eucalyptus rhodantha,Symphyomyrtus
Eucalyptus rhombica,0.8,1.4,0.5,0.6,0.7,1,0.7,1,7,7,20,white_cream,Eucalyptus_rhombica,Eucalyptus rhombica,Symphyomyrtus
Eucalyptus rhomboidea,1.2,NA,0.6,NA,0.7,0.8,0.7,0.9,7,7,18,yellow,Eucalyptus_rhomboidea,Eucalyptus rhomboidea,Symphyomyrtus
Eucalyptus rigens,1.2,1.5,0.6,1,0.9,1.3,0.8,1.3,3,3,4,white_cream,Eucalyptus_rigens,Eucalyptus rigens,Symphyomyrtus
Eucalyptus rigidula,0.8,1.2,0.3,0.5,0.4,0.8,0.5,0.8,9,11,4,white_cream,Eucalyptus_rigidula,Eucalyptus rigidula,Symphyomyrtus
Eucalyptus risdonii,0.4,0.7,0.3,0.5,0.6,1,0.6,0.9,9,15,8,white_cream,Eucalyptus_risdonii,Eucalyptus risdonii,Eucalyptus
Eucalyptus robusta,1.6,2,0.6,0.9,1,1.6,0.7,1.1,9,15,30,white_cream,NA,Eucalyptus robusta,Symphyomyrtus
Eucalyptus rodwayi,0.4,0.6,0.2,0.35,0.2,0.5,0.4,0.6,7,11,20,white_cream,Eucalyptus_rodwayi,Eucalyptus rodwayi,Symphyomyrtus
Eucalyptus rosacea,1.1,1.7,0.6,0.7,0.3,0.5,0.6,1.2,7,7,4,red white_cream,Eucalyptus_rosacea,Eucalyptus rosacea,Symphyomyrtus
Eucalyptus rossii,0.3,0.5,0.2,0.3,0.3,0.6,0.4,0.6,9,15,20,white_cream,NA,Eucalyptus rossii,Eucalyptus
Eucalyptus rowleyi,0.5,0.6,0.3,0.5,0.5,1,0.4,0.7,7,9,5,white_cream,NA,Eucalyptus rowleyi,Symphyomyrtus
Eucalyptus roycei,1.4,2.1,0.8,1.1,1.5,3,1.5,3,7,9,6,white_cream,Eucalyptus_roycei,Eucalyptus roycei,Eudesmia
Eucalyptus rubida,0.5,0.9,0.3,0.5,0.3,0.8,0.4,0.8,3,3,40,white_cream,Eucalyptus_rubida,Eucalyptus rubida,Symphyomyrtus
Eucalyptus rubiginosa,0.8,1.1,0.4,0.7,0.6,0.9,0.9,1.2,9,11,15,white_cream,Eucalyptus_rubiginosa,Eucalyptus rubiginosa,Eucalyptus
Eucalyptus rudderi,0.3,NA,0.2,0.3,0.3,0.4,0.4,0.5,7,7,40,white_cream,Eucalyptus_rudderi,Eucalyptus rudderi,Symphyomyrtus
Eucalyptus rudis,0.8,1.5,0.4,0.9,0.4,0.8,0.7,1.4,7,11,25,white_cream,Eucalyptus_rudis,Eucalyptus rudis,Symphyomyrtus
Eucalyptus rugosa,0.8,1.2,0.5,0.8,0.6,1.1,0.6,1,7,11,10,white_cream,Eucalyptus_rugosa,Eucalyptus rugosa,Symphyomyrtus
Eucalyptus rugulata,1.5,2.2,0.7,0.9,0.7,1.2,0.8,1.2,7,7,15,white_cream,Eucalyptus_rugulata,Eucalyptus rugulata,Symphyomyrtus
Eucalyptus rummeryi,0.4,0.6,0.2,0.3,0.3,0.5,0.3,0.5,3,7,40,white_cream,Eucalyptus_rummeryi,Eucalyptus rummeryi,Symphyomyrtus
Eucalyptus rupestris,0.4,NA,0.3,NA,0.3,0.5,0.3,0.4,7,7,5,white_cream,NA,Eucalyptus rupestris,Symphyomyrtus
Eucalyptus sabulosa,0.5,0.7,0.3,0.4,0.3,0.4,0.4,0.6,7,7,15,white_cream,NA,Eucalyptus sabulosa,Symphyomyrtus
Eucalyptus salicola,0.5,0.9,0.25,0.4,0.2,0.5,0.3,0.4,7,11,15,white_cream,Eucalyptus_salicola,Eucalyptus salicola,Symphyomyrtus
Eucalyptus saligna,0.5,1,0.3,0.5,0.4,0.9,0.4,0.7,7,11,60,white_cream,Eucalyptus_saligna,Eucalyptus saligna,Symphyomyrtus
Eucalyptus salmonophloia,0.4,0.7,0.3,0.4,0.3,0.5,0.4,0.5,9,13,25,white_cream,Eucalyptus_salmonophloia,Eucalyptus salmonophloia,Symphyomyrtus
Eucalyptus salubris,0.6,1.2,0.3,0.7,0.3,0.6,0.5,0.7,7,7,15,white_cream,Eucalyptus_salubris,Eucalyptus salubris,Symphyomyrtus
Eucalyptus sargentii,1.6,2.6,0.4,0.5,0.6,1.2,0.5,0.9,7,7,11,white_cream,Eucalyptus_sargentii,Eucalyptus sargentii,Symphyomyrtus
Eucalyptus saxatilis,0.9,1,0.8,0.9,0.7,1.1,0.8,1.4,3,3,8,white_cream,Eucalyptus_saxatilis,Eucalyptus saxatilis,Symphyomyrtus
Eucalyptus scias,1,1.9,0.7,1.3,0.5,1,1,1.8,3,7,20,white_cream,Eucalyptus_scias,Eucalyptus scias,Symphyomyrtus
Eucalyptus scoparia,0.4,0.5,0.3,0.4,0.3,0.5,0.4,0.6,7,7,15,white_cream,Eucalyptus_scoparia,Eucalyptus scoparia,Symphyomyrtus
Eucalyptus scopulorum,0.7,0.9,0.35,0.45,0.6,0.9,0.5,0.7,7,7,8,white_cream,Eucalyptus_scopulorum,Eucalyptus scopulorum,Symphyomyrtus
Eucalyptus scyphocalyx,0.8,1.2,0.6,0.8,0.8,1.2,0.7,1.1,3,7,5,white_cream,Eucalyptus_scyphocalyx,Eucalyptus scyphocalyx,Symphyomyrtus
Eucalyptus seeana,1,1.6,0.3,0.5,0.2,0.5,0.5,0.8,7,11,40,white_cream,Eucalyptus_seeana,Eucalyptus seeana,Symphyomyrtus
Eucalyptus semiglobosa,0.8,1.1,0.6,0.8,0.8,1,1,1.4,7,11,5,white_cream,NA,Eucalyptus semiglobosa,Symphyomyrtus
Eucalyptus semota,0.4,0.6,0.3,0.5,0.4,0.5,0.4,0.5,7,9,8,white_cream,Eucalyptus_semota,Eucalyptus semota,Symphyomyrtus
Eucalyptus sepulcralis,1.2,1.7,0.5,0.9,NA,NA,2,2.5,7,7,7,white_cream,Eucalyptus_sepulcralis,Eucalyptus sepulcralis,Eucalyptus
Eucalyptus serraensis,0.6,1.5,0.5,1,0.6,1.7,1,2,3,7,8,white_cream,Eucalyptus_serraensis,Eucalyptus serraensis,Eucalyptus
Eucalyptus sessilis,1.8,2.5,1,1.6,0.6,1.3,1.3,2.3,7,7,5,yellow,Eucalyptus_sessilis,Eucalyptus sessilis,Symphyomyrtus
Eucalyptus sheathiana,0.6,1.2,0.4,0.7,0.5,1,0.5,0.8,7,7,10,white_cream,NA,Eucalyptus sheathiana,Symphyomyrtus
Eucalyptus shirleyi,0.8,1,0.4,0.6,0.6,1,0.5,1,7,7,7,white_cream,NA,Eucalyptus shirleyi,Symphyomyrtus
Eucalyptus sicilifolia,0.5,0.6,0.3,0.4,0.4,0.7,0.4,0.6,7,7,10,white_cream,Eucalyptus_sicilifolia,Eucalyptus sicilifolia,Symphyomyrtus
Eucalyptus siderophloia,0.5,1,0.3,0.4,0.3,0.8,0.4,0.7,7,7,45,white_cream,Eucalyptus_siderophloia,Eucalyptus siderophloia,Symphyomyrtus
Eucalyptus sideroxylon,0.6,1.5,0.4,0.6,0.5,1.1,0.5,1,7,7,35,red white_cream,Eucalyptus_sideroxylon,Eucalyptus sideroxylon,Symphyomyrtus
Eucalyptus sieberi,0.3,0.5,0.3,0.4,0.6,1.1,0.6,0.9,7,15,45,white_cream,Eucalyptus_sieberi,Eucalyptus sieberi,Eucalyptus
Eucalyptus similis,0.8,1.2,0.4,0.5,0.8,1.5,0.6,1.3,7,7,12,white_cream,Eucalyptus_similis,Eucalyptus similis,Eudesmia
Eucalyptus singularis,1.5,2.5,0.5,0.6,1,1.5,0.8,1.4,7,7,6,white_cream,Eucalyptus_singularis,Eucalyptus singularis,Symphyomyrtus
Eucalyptus sinuosa,NA,NA,NA,NA,NA,NA,NA,NA,11,25,4,green,NA,Eucalyptus sinuosa,Symphyomyrtus
Eucalyptus smithii,0.4,0.6,0.3,0.4,0.3,0.6,0.4,0.8,7,7,45,white_cream,Eucalyptus_smithii,Eucalyptus smithii,Symphyomyrtus
Eucalyptus socialis,0.8,2,0.3,0.8,0.4,1.2,0.4,1,9,13,10,white_cream,Eucalyptus_socialis,Eucalyptus socialis,Symphyomyrtus
Eucalyptus sp. Kalbarri (M.I.H.Brooker 7937),0.7,1.4,0.3,0.5,0.5,0.8,0.5,0.8,9,11,4,white_cream,NA,NA,NA
Eucalyptus sp. Mulga Rock (K.D.Hill & L.A.S.Johnson KH 2668),0.8,NA,0.3,NA,0.4,NA,0.4,0.5,7,9,4,NA,Eucalyptus_minigwalica,NA,NA
Eucalyptus sp. Southern wheatbelt (D.Nicolle & M.French DN 5507),0.7,1.3,0.4,0.7,0.6,1.1,0.7,0.9,9,13,5,white_cream,NA,Eucalyptus sp. Southern wheatbelt (D.Nicolle & M.French DN 5507),Dumaria
Eucalyptus sparsa,0.4,0.6,0.3,0.4,0.4,0.7,0.5,0.7,7,7,9,white_cream,Eucalyptus_sparsa,Eucalyptus sparsa,Symphyomyrtus
Eucalyptus sparsifolia,0.4,0.6,0.2,NA,0.3,0.5,0.5,0.7,9,15,8,white_cream,Eucalyptus_sparsifolia,Eucalyptus sparsifolia,Eucalyptus
Eucalyptus spathulata,0.9,1.3,0.3,0.4,0.4,0.8,0.5,0.7,3,7,10,white_cream,Eucalyptus_spathulata,Eucalyptus spathulata,Symphyomyrtus
Eucalyptus sphaerocarpa,0.7,0.9,0.4,0.5,0.9,1.2,1,1.3,7,11,45,white_cream,Eucalyptus_sphaerocarpa,Eucalyptus sphaerocarpa,Eucalyptus
Eucalyptus splendens,0.5,NA,0.2,0.3,0.5,0.6,0.5,0.8,7,7,10,white_cream,Eucalyptus_splendens,Eucalyptus splendens,Symphyomyrtus
Eucalyptus sporadica,1.3,2.8,0.3,0.7,0.6,1.5,0.7,1,7,7,4,white_cream,NA,Eucalyptus sporadica,Symphyomyrtus
Eucalyptus spreta,0.7,1.1,0.4,0.5,0.4,0.7,0.4,0.7,7,7,10,white_cream,Eucalyptus_spreta,Eucalyptus spreta,Symphyomyrtus
Eucalyptus squamosa,0.6,1.1,0.3,0.5,0.4,0.7,0.6,0.8,7,11,8,white_cream,Eucalyptus_squamosa,Eucalyptus squamosa,Symphyomyrtus
Eucalyptus staeri,1.3,2,0.5,0.7,1.4,2.3,1.6,2.2,7,15,10,white_cream,Eucalyptus_staeri,Eucalyptus staeri,Eucalyptus
Eucalyptus staigeriana,0.6,0.7,0.3,0.4,0.4,0.7,0.4,0.7,7,7,12,white_cream,NA,Eucalyptus staigeriana,Symphyomyrtus
Eucalyptus steedmanii,2,3.2,0.9,1.4,1.4,2,1.3,2.2,3,3,12,white_cream,Eucalyptus_steedmanii,Eucalyptus steedmanii,Symphyomyrtus
Eucalyptus stellulata,0.4,0.6,0.2,NA,0.3,0.5,0.3,0.5,9,15,15,white_cream,Eucalyptus_stellulata,Eucalyptus stellulata,Eucalyptus
Eucalyptus stenostoma,0.5,0.6,0.3,0.4,0.7,1.2,0.6,1.2,13,19,25,white_cream,Eucalyptus_stenostoma,Eucalyptus stenostoma,Eucalyptus
Eucalyptus stoatei,2.9,5.5,1.3,2.5,2.2,4,1.8,3,1,1,6,yellow,Eucalyptus_stoatei,Eucalyptus stoatei,Symphyomyrtus
Eucalyptus stowardii,2.2,3.9,0.6,1,1.2,1.8,0.9,1.5,7,7,5,white_cream,Eucalyptus_stowardii,Eucalyptus stowardii,Symphyomyrtus
Eucalyptus striaticalyx,0.8,1.3,0.4,0.7,0.6,1,0.5,0.9,7,13,12,white_cream,NA,Eucalyptus striaticalyx,Symphyomyrtus
Eucalyptus stricklandii,2,2.5,0.8,1.2,1,1.8,1,1.5,7,7,9,yellow,Eucalyptus_stricklandii,Eucalyptus stricklandii,Symphyomyrtus
Eucalyptus stricta,0.6,0.9,0.4,0.5,0.6,1,0.6,1.1,7,7,7,white_cream,Eucalyptus_stricta,Eucalyptus stricta,Eucalyptus
Eucalyptus strzeleckii,0.5,0.7,0.3,0.4,0.3,0.5,0.5,0.7,7,7,40,white_cream,Eucalyptus_strzeleckii,Eucalyptus strzeleckii,Symphyomyrtus
Eucalyptus sturgissiana,0.6,0.7,0.4,0.5,0.3,0.6,0.5,0.7,7,7,5,white_cream,Eucalyptus_sturgissiana,Eucalyptus sturgissiana,Symphyomyrtus
Eucalyptus subangusta,0.5,1,0.2,0.4,0.3,0.7,0.3,0.6,9,17,7,white_cream,Eucalyptus_subangusta,Eucalyptus subangusta,Symphyomyrtus
Eucalyptus subcrenulata,0.6,0.8,0.4,0.6,0.5,0.7,0.5,0.9,3,3,60,white_cream,Eucalyptus_subcrenulata,Eucalyptus subcrenulata,Symphyomyrtus
Eucalyptus suberea,0.6,NA,0.4,NA,0.6,0.8,0.7,1,11,20,3,white_cream,Eucalyptus_suberea,Eucalyptus suberea,Eucalyptus
Eucalyptus subtilis,0.6,0.8,0.2,0.3,0.4,0.6,0.3,0.5,9,11,3,white_cream,Eucalyptus_subtilis,Eucalyptus subtilis,Symphyomyrtus
Eucalyptus suffulgens,0.7,1,0.4,0.5,0.7,1.3,0.5,1,7,7,25,white_cream,NA,Eucalyptus suffulgens,Symphyomyrtus
Eucalyptus suggrandis,1.1,2,0.4,0.7,0.6,1.5,0.5,0.9,3,7,5,white_cream,Eucalyptus_suggrandis,Eucalyptus suggrandis,Symphyomyrtus
Eucalyptus surgens,0.9,1.2,0.5,0.7,0.6,0.9,0.7,1,3,7,2,white_cream,Eucalyptus_surgens,Eucalyptus surgens,Symphyomyrtus
Eucalyptus sweedmaniana,5,NA,3.5,NA,3.4,3.8,3,4.1,1,1,1,red,NA,Eucalyptus sweedmaniana,Symphyomyrtus
Eucalyptus synandra,1.1,2.1,0.6,0.8,0.4,0.6,0.9,1.3,7,7,4,pink white_cream,Eucalyptus_synandra,Eucalyptus synandra,Symphyomyrtus
Eucalyptus talyuberlup,1.9,6.3,0.3,1.3,1.1,2.2,1.3,1.8,7,13,10,green,Eucalyptus_talyuberlup,Eucalyptus talyuberlup,Symphyomyrtus
Eucalyptus tardecidens,0.4,0.5,0.2,0.3,0.3,0.5,0.3,0.5,7,7,10,white_cream,NA,Eucalyptus tardecidens,Symphyomyrtus
Eucalyptus taurina,0.6,0.8,0.3,0.4,0.5,0.7,0.5,0.7,7,7,22,white_cream,NA,Eucalyptus taurina,Symphyomyrtus
Eucalyptus tectifica,0.4,0.7,0.3,0.5,0.3,0.8,0.4,0.8,7,7,15,white_cream,Eucalyptus_tectifica,Eucalyptus tectifica,Symphyomyrtus
Eucalyptus tenella,0.4,0.6,0.2,0.3,0.3,0.5,0.5,0.8,7,15,15,white_cream,Eucalyptus_tenella,Eucalyptus tenella,Eucalyptus
Eucalyptus tenera,2.8,4,0.5,0.6,0.7,1,0.6,1.1,11,11,5,yellow,Eucalyptus_tenera,Eucalyptus tenera,Symphyomyrtus
Eucalyptus tenuipes,0.3,0.4,0.2,0.3,0.3,0.7,0.4,0.7,11,20,5,white_cream,Eucalyptus_tenuipes,Eucalyptus tenuipes,Cuboidea
Eucalyptus tenuiramis,0.5,0.8,0.3,0.4,0.5,1.2,0.6,1.1,9,15,25,white_cream,Eucalyptus_tenuiramis,Eucalyptus tenuiramis,Eucalyptus
Eucalyptus tenuis,0.8,1,0.6,0.9,0.8,1.2,0.8,1,3,3,10,white_cream,Eucalyptus_tenuis,Eucalyptus tenuis,Symphyomyrtus
Eucalyptus tephroclada,2.4,3.2,0.5,0.8,0.8,1.4,0.6,1,9,9,4,yellow,NA,Eucalyptus tephroclada,Symphyomyrtus
Eucalyptus tephrodes,0.8,1,0.4,0.5,0.5,0.9,0.5,0.8,7,7,12,NA,Eucalyptus_tephrodes,Eucalyptus tephrodes,Symphyomyrtus
Eucalyptus terebra,0.6,1,0.6,0.8,0.3,0.6,0.9,1.3,7,7,12,yellow,Eucalyptus_terebra,Eucalyptus terebra,Symphyomyrtus
Eucalyptus tereticornis,0.7,2.1,0.3,0.7,0.2,0.6,0.4,1,7,11,50,white_cream,Eucalyptus_tereticornis,Eucalyptus tereticornis,Symphyomyrtus
Eucalyptus terrica,0.6,0.8,0.3,0.4,0.2,0.4,0.4,0.6,7,7,10,white_cream,NA,Eucalyptus terrica,Symphyomyrtus
Eucalyptus tetrapleura,1.2,1.4,0.4,0.6,0.7,1,0.5,0.8,7,7,30,white_cream,Eucalyptus_tetrapleura,Eucalyptus tetrapleura,Symphyomyrtus
Eucalyptus tetraptera,3.4,6.5,2,4,3.5,5.5,2.5,5.5,1,1,4,red,Eucalyptus_tetraptera,Eucalyptus tetraptera,Symphyomyrtus
Eucalyptus tetrodonta,0.8,1.3,0.6,1.2,1.2,2,0.9,1.4,3,3,30,white_cream,Eucalyptus_tetrodonta,Eucalyptus tetrodonta,Eudesmia
Eucalyptus thamnoides,1.3,2.3,0.3,0.7,0.6,1.3,0.6,1,7,7,4,white_cream,Eucalyptus_thamnoides,Eucalyptus thamnoides,Symphyomyrtus
Eucalyptus tholiformis,0.5,0.8,0.2,0.5,0.5,0.7,0.4,0.7,7,7,15,white_cream,Eucalyptus_tholiformis,Eucalyptus tholiformis,Symphyomyrtus
Eucalyptus thozetiana,0.4,0.6,0.2,0.4,0.3,0.5,0.3,0.4,7,7,17,white_cream,Eucalyptus_thozetiana,Eucalyptus thozetiana,Symphyomyrtus
Eucalyptus tindaliae,0.3,0.7,0.3,0.4,0.3,0.7,0.6,1,9,15,30,white_cream,Eucalyptus_tindaliae,Eucalyptus tindaliae,Eucalyptus
Eucalyptus tintinnans,0.4,0.7,0.3,0.6,0.4,NA,0.5,0.6,7,7,15,white_cream,Eucalyptus_tintinnans,Eucalyptus tintinnans,Symphyomyrtus
Eucalyptus todtiana,0.8,1.1,0.6,0.7,1.1,2.1,1.4,2.5,7,11,5,white_cream,Eucalyptus_todtiana,Eucalyptus todtiana,Eucalyptus
Eucalyptus torquata,1.8,3,0.7,1.2,1,1.6,0.9,1.2,7,7,12,pink,Eucalyptus_torquata,Eucalyptus torquata,Symphyomyrtus
Eucalyptus tortilis,1,1.4,0.4,0.6,0.5,0.8,0.7,0.9,7,7,8,white_cream,Eucalyptus_tortilis,Eucalyptus tortilis,Symphyomyrtus
Eucalyptus transcontinentalis,1.3,2.2,0.4,0.6,0.6,1,0.5,0.9,7,7,12,yellow,Eucalyptus_transcontinentalis,Eucalyptus transcontinentalis,Symphyomyrtus
Eucalyptus tricarpa,1,1.5,0.6,0.9,0.8,1.3,0.8,1.5,3,7,35,white_cream,Eucalyptus_tricarpa,Eucalyptus tricarpa,Symphyomyrtus
Eucalyptus triflora,0.7,0.8,0.4,0.5,0.6,1.1,0.7,1.2,3,7,15,white_cream,Eucalyptus_triflora,Eucalyptus triflora,Eucalyptus
Eucalyptus trivalva,0.7,1,0.4,0.6,0.5,1,0.5,0.8,9,11,5,white_cream,Eucalyptus_trivalvis,Eucalyptus trivalva,Symphyomyrtus
Eucalyptus tumida,1.2,2.2,0.3,0.5,0.7,1.1,0.6,0.7,11,15,3,white_cream,Eucalyptus_tumida,Eucalyptus tumida,Symphyomyrtus
Eucalyptus ultima,0.5,1,0.25,0.3,0.5,0.6,0.4,0.5,9,15,4,white_cream,Eucalyptus_ultima,Eucalyptus ultima,Symphyomyrtus
Eucalyptus umbra,0.6,NA,0.3,0.4,0.3,0.7,0.6,1,7,15,8,white_cream,Eucalyptus_umbra,Eucalyptus umbra,Eucalyptus
Eucalyptus umbrawarrensis,0.5,0.8,0.25,0.3,0.3,0.5,0.3,0.4,7,7,8,white_cream,NA,Eucalyptus umbrawarrensis,Symphyomyrtus
Eucalyptus uncinata,0.7,1.5,0.3,0.5,0.5,0.9,0.4,0.8,9,13,7,white_cream,Eucalyptus_uncinata,Eucalyptus uncinata,Symphyomyrtus
Eucalyptus urna,1.5,2.4,0.4,0.9,0.7,1.2,0.5,1,7,13,16,white_cream,Eucalyptus_urna,Eucalyptus urna,Symphyomyrtus
Eucalyptus urnigera,1,1.3,0.5,0.7,0.9,1.5,0.6,1.1,3,3,40,white_cream,NA,Eucalyptus urnigera,Symphyomyrtus
Eucalyptus utilis,1.2,2.8,0.4,0.7,0.8,1.3,0.7,1,7,7,7,white_cream,Eucalyptus_utilis,Eucalyptus utilis,Symphyomyrtus
Eucalyptus valens,0.9,1.3,0.6,0.8,0.6,1.1,0.8,1.1,7,7,10,white_cream,Eucalyptus_valens,Eucalyptus valens,Symphyomyrtus
