range_names,Longitude,Latitude
Eucalyptus pulchella,148.26767,-41.498601
Eucalyptus pulchella,148.267678,-42.031937
Eucalyptus pulchella,148.287079,-41.583605
Eucalyptus pulverulenta,148.9786,-33.36
Eucalyptus pulverulenta,148.98,-36.83
Eucalyptus pulverulenta,149.12114,-35.90797
Eucalyptus pulverulenta,149.2167,-36.0667
Eucalyptus pulverulenta,149.2208,-36.1667
Eucalyptus pulverulenta,149.2333,-36
Eucalyptus pulverulenta,149.2833,-35.0333
Eucalyptus pulverulenta,149.31156,-35.96036
Eucalyptus pulverulenta,149.3167,-36.0333
Eucalyptus pulverulenta,149.325,-36.2833
Eucalyptus pulverulenta,149.3333,-36.0833
Eucalyptus pulverulenta,149.4,-36
Eucalyptus pulverulenta,149.55,-33.5667
Eucalyptus pulverulenta,150,-33.52
Eucalyptus pulverulenta,150.05,-34.65
Eucalyptus pulverulenta,150.07,-33.55
Eucalyptus pulverulenta,150.12,-33.4
Eucalyptus pulverulenta,150.1333,-33.5333
Eucalyptus pulverulenta,150.17,-33.57
Eucalyptus pulverulenta,150.17,-33.48
Eucalyptus pulverulenta,150.18,-33.75
Eucalyptus pulverulenta,150.25,-33.5
Eucalyptus pumila,151.2167,-32.8
Eucalyptus pumila,151.2208333,-32.75333333
Eucalyptus pumila,151.27,-32.78
Eucalyptus punctata,149.8333,-32.4333
Eucalyptus punctata,149.9,-33.0333
Eucalyptus punctata,149.9833333,-33.15
Eucalyptus punctata,150,-34.71666667
Eucalyptus punctata,150.0430556,-32.3041667
Eucalyptus punctata,150.0613889,-32.9647222
Eucalyptus punctata,150.07,-33.08
Eucalyptus punctata,150.08,-34.15
Eucalyptus punctata,150.08,-32.62
Eucalyptus punctata,150.0833,-34.7167
Eucalyptus punctata,150.0833,-33.1333
Eucalyptus punctata,150.1017,-34.7742
Eucalyptus punctata,150.1167,-32.4167
Eucalyptus punctata,150.13,-32.37
Eucalyptus punctata,150.1372133,-34.4863985
Eucalyptus punctata,150.17,-34.08
Eucalyptus punctata,150.1833,-32.85
Eucalyptus punctata,150.1842705,-32.39863312
Eucalyptus punctata,150.1934455,-34.530071
Eucalyptus punctata,150.2,-34.8
Eucalyptus punctata,150.2,-33.57
Eucalyptus punctata,150.2167,-34.35
Eucalyptus punctata,150.2167,-32.7667
Eucalyptus punctata,150.2222,-34.7469
Eucalyptus punctata,150.2281458,-33.083923
Eucalyptus punctata,150.23,-33.77
Eucalyptus punctata,150.23,-32.72
Eucalyptus punctata,150.2333,-32.8667
Eucalyptus punctata,150.2342954,-35.04863879
Eucalyptus punctata,150.25,-33.27
Eucalyptus punctata,150.27,-35
Eucalyptus punctata,150.2778,-32.4486
Eucalyptus punctata,150.3,-34.4167
Eucalyptus punctata,150.3,-34.37
Eucalyptus punctata,150.3,-33.9
Eucalyptus punctata,150.3167,-32.4167
Eucalyptus punctata,150.3178553,-34.77342773
Eucalyptus punctata,150.35,-32.78
Eucalyptus punctata,150.364286,-34.30641391
Eucalyptus punctata,150.4095205,-34.91509285
Eucalyptus punctata,150.42,-32.3
Eucalyptus punctata,150.4217,-34.3917
Eucalyptus punctata,150.45,-32.4167
Eucalyptus punctata,150.4667,-35.0333
Eucalyptus punctata,150.5167,-34.4
Eucalyptus punctata,150.52,-33.5
Eucalyptus punctata,150.53,-34.73
Eucalyptus punctata,150.5333,-34.25
Eucalyptus punctata,150.55,-33.7
Eucalyptus punctata,150.5598194,-32.16474136
Eucalyptus punctata,150.58,-34.9
Eucalyptus punctata,150.58,-34.28
Eucalyptus punctata,150.58,-33.52
Eucalyptus punctata,150.5833,-32.4667
Eucalyptus punctata,150.5833333,-34.83333333
Eucalyptus punctata,150.6,-34.97
Eucalyptus punctata,150.6,-33.87
Eucalyptus punctata,150.6,-33.82
Eucalyptus punctata,150.6,-32.33333333
Eucalyptus punctata,150.63,-34.18
Eucalyptus punctata,150.63,-32.82
Eucalyptus punctata,150.6333333,-33.66666667
Eucalyptus punctata,150.634275,-33.54863236
Eucalyptus punctata,150.65,-34.95
Eucalyptus punctata,150.6667,-32.1333
Eucalyptus punctata,150.68,-33.02
Eucalyptus punctata,150.6833,-33.8333
Eucalyptus punctata,150.7,-33.21666667
Eucalyptus punctata,150.7,-33.1667
Eucalyptus punctata,150.7,-32.17
Eucalyptus punctata,150.7111111,-33.45
Eucalyptus punctata,150.72,-34.18
Eucalyptus punctata,150.73,-32.03
Eucalyptus punctata,150.75,-32.9
Eucalyptus punctata,150.7833333,-33.78333333
Eucalyptus punctata,150.7861,-32.1422
Eucalyptus punctata,150.7977778,-31.9922222
Eucalyptus punctata,150.8236111,-31.9086111
Eucalyptus punctata,150.8447,-34.1444
Eucalyptus punctata,150.9,-33.4
Eucalyptus punctata,150.9,-32.8
Eucalyptus punctata,150.92,-33.55
Eucalyptus punctata,150.9333333,-33.48333333
Eucalyptus punctata,150.95,-33.67
Eucalyptus punctata,150.95,-32.8167
Eucalyptus punctata,150.97,-33.5222222
Eucalyptus punctata,150.9747222,-32.7138889
Eucalyptus punctata,150.9819444,-33.7888889
Eucalyptus punctata,150.9833333,-33.4
Eucalyptus punctata,151,-33.45
Eucalyptus punctata,151.0001946,-33.20513152
Eucalyptus punctata,151.0166667,-34.08333333
Eucalyptus punctata,151.02,-33.92
Eucalyptus punctata,151.05,-33.8
Eucalyptus punctata,151.0667,-32.75
Eucalyptus punctata,151.0679551,-34.11335338
Eucalyptus punctata,151.08,-33.85
Eucalyptus punctata,151.0833333,-33.55
Eucalyptus punctata,151.0885563,-34.06498465
Eucalyptus punctata,151.1166667,-33.2
Eucalyptus punctata,151.1333,-33.1
Eucalyptus punctata,151.1333,-32.9833
Eucalyptus punctata,151.1333333,-33.8
Eucalyptus punctata,151.1667,-32.7167
Eucalyptus punctata,151.18,-33.63
Eucalyptus punctata,151.1889,-30.8806
Eucalyptus punctata,151.2,-33.82
Eucalyptus punctata,151.22,-33.67
Eucalyptus punctata,151.2333333,-33.78333333
Eucalyptus punctata,151.2342593,-32.74862697
Eucalyptus punctata,151.28,-33.65
Eucalyptus punctata,151.3,-33.55
Eucalyptus punctata,151.3,-33.4667
Eucalyptus punctata,151.3333,-32.05
Eucalyptus punctata,151.47,-32.9
Eucalyptus punctata,151.47,-32.82
Eucalyptus punctata,151.475,-33.25833333
Eucalyptus punctata,151.5333,-32.8833
Eucalyptus punctata,151.6,-33.03
Eucalyptus punctata,151.6,-31.7833
Eucalyptus punctata,151.6833,-31.8833
Eucalyptus punctata,151.6833,-31.75
Eucalyptus punctata,151.7167,-26.65
Eucalyptus punctata,151.75,-31.62
Eucalyptus punctata,151.83,-31.67
Eucalyptus punctata,151.83,-28.95
Eucalyptus punctata,151.8667,-31.75
Eucalyptus punctata,151.88,-31.85
Eucalyptus punctata,151.92,-27.27
Eucalyptus punctata,151.9344944,-28.4950095
Eucalyptus punctata,151.95,-30.63333333
Eucalyptus punctata,151.95,-28.45
Eucalyptus punctata,151.95,-27.55
Eucalyptus punctata,151.9667,-27.3
Eucalyptus punctata,151.9667,-26.5833
Eucalyptus punctata,151.9991667,-28.52638889
Eucalyptus punctata,152,-27.1667
Eucalyptus punctata,152,-27
Eucalyptus punctata,152,-26.6333
Eucalyptus punctata,152.0094444,-28.81083333
Eucalyptus punctata,152.0166667,-30.73333333
Eucalyptus punctata,152.0167,-29.05
Eucalyptus punctata,152.0333,-28.2167
Eucalyptus punctata,152.05,-26.95
Eucalyptus punctata,152.0833,-28.5167
Eucalyptus punctata,152.0841377,-27.2485442
Eucalyptus punctata,152.0899741,-27.77215459
Eucalyptus punctata,152.15,-28.85
Eucalyptus punctata,152.15,-28.53
Eucalyptus punctata,152.16511,-28.79806
Eucalyptus punctata,152.1667,-31.4833
Eucalyptus punctata,152.1667,-27.45
Eucalyptus punctata,152.17,-30.25
Eucalyptus punctata,152.1833,-28.4833
Eucalyptus punctata,152.1889,-30.8806
Eucalyptus punctata,152.1939,-31.8617
Eucalyptus punctata,152.2091368,-27.40687672
Eucalyptus punctata,152.21992,-28.93472
Eucalyptus punctata,152.2333,-29.0167
Eucalyptus punctata,152.2758019,-27.30687655
Eucalyptus punctata,152.2833,-27.3667
Eucalyptus punctata,152.3,-30.33
Eucalyptus punctata,152.3,-28.95
Eucalyptus punctata,152.32,-28.63
Eucalyptus punctata,152.3333,-30.0667
Eucalyptus punctata,152.3333,-26.3333
Eucalyptus punctata,152.3488605,-27.97881976
Eucalyptus punctata,152.35,-28.4167
Eucalyptus punctata,152.3667,-28.0667
Eucalyptus punctata,152.3706,-26.4525
Eucalyptus punctata,152.3711111,-28.34
Eucalyptus punctata,152.3757945,-26.25687788
Eucalyptus punctata,152.3758063,-28.25687487
Eucalyptus punctata,152.3833,-30.0833
Eucalyptus punctata,152.4,-32.43
Eucalyptus punctata,152.42,-31.67
Eucalyptus punctata,152.42,-28.28
Eucalyptus punctata,152.4333,-28.4
Eucalyptus punctata,152.4333,-28.0333
Eucalyptus punctata,152.4417,-29.9167
Eucalyptus punctata,152.45,-29.05
Eucalyptus punctata,152.45,-28.22
Eucalyptus punctata,152.4667,-26.7
Eucalyptus punctata,152.48,-28.17
Eucalyptus punctata,152.4833,-28.3833
Eucalyptus punctata,152.4858027,-27.94243024
Eucalyptus punctata,152.5,-31.33
Eucalyptus punctata,152.5,-28.52
Eucalyptus punctata,152.5091374,-28.22354092
Eucalyptus punctata,152.5667,-29.5833
Eucalyptus punctata,152.5833,-31.3333
Eucalyptus punctata,152.6,-28.4
Eucalyptus punctata,152.6091261,-26.55687626
Eucalyptus punctata,152.6333,-30.1
Eucalyptus punctata,152.6516667,-28.23916667
Eucalyptus punctata,152.6667,-30.05
Eucalyptus punctata,152.67,-31.17
Eucalyptus punctata,152.67,-28
Eucalyptus punctata,152.72,-26.68
Eucalyptus punctata,152.7257908,-26.50687583
Eucalyptus punctata,152.7869444,-27.76916667
Eucalyptus punctata,152.8,-30.2833
Eucalyptus punctata,152.8257945,-27.40687381
Eucalyptus punctata,152.8333,-30.0833
Eucalyptus punctata,152.9,-28.45
Eucalyptus punctata,152.9833,-26.6833
Eucalyptus punctata,153.0333,-30.2333
Eucalyptus punctata,153.0333,-28.6
Eucalyptus punctata,153.05,-30.9
Eucalyptus punctata,153.0667,-28.1833
Eucalyptus punctata,153.0833,-30.25
Eucalyptus punctata,153.1167,-30.3167
Eucalyptus punctata,153.1333,-28.5667
Eucalyptus punctata,153.1924604,-28.19020429
Eucalyptus purpurata,120.1,-33.6
Eucalyptus purpurata,120.4,-33.7
Eucalyptus purpurata,120.4,-33.6
Eucalyptus pyriformis,114.3666667,-27.66666667
Eucalyptus pyriformis,114.4666667,-28.05
Eucalyptus pyriformis,114.7166667,-28.53333333
Eucalyptus pyriformis,115.1,-29.03
Eucalyptus pyriformis,115.1283333,-29.4475
Eucalyptus pyriformis,115.15,-28.93333333
Eucalyptus pyriformis,115.2,-28.8167
Eucalyptus pyriformis,115.2833333,-29.41666667
Eucalyptus pyriformis,115.3666667,-30.11666667
Eucalyptus pyriformis,115.45,-29.45
Eucalyptus pyriformis,115.5,-29.8
Eucalyptus pyriformis,115.65,-29.6
Eucalyptus pyriformis,115.67,-29.88
Eucalyptus pyriformis,115.7,-30.05
Eucalyptus pyriformis,115.734477,-29.998796
Eucalyptus pyriformis,115.7833333,-30.03333333
Eucalyptus pyriformis,115.8333,-29.3333
Eucalyptus pyriformis,115.8497222,-28.89972222
Eucalyptus pyriformis,115.8833,-29.9167
Eucalyptus pyriformis,115.8858333,-30.11555556
Eucalyptus pyriformis,115.9,-29.7167
Eucalyptus pyriformis,115.92,-29.25
Eucalyptus pyriformis,115.9666667,-30.11666667
Eucalyptus pyriformis,116.0028,-29.8264
Eucalyptus pyriformis,116.005556,-30.255
Eucalyptus pyriformis,116.0333,-30.1833
Eucalyptus pyriformis,116.0530556,-30.23583333
Eucalyptus pyriformis,116.0666667,-29.95
Eucalyptus pyriformis,116.0667,-30.1
Eucalyptus pyriformis,116.08,-30.15
Eucalyptus pyriformis,116.1388889,-30.25833333
Eucalyptus pyriformis,116.25,-29.87
Eucalyptus pyriformis,116.4333,-30
Eucalyptus pyriformis,116.5,-31.25
Eucalyptus pyriformis,116.5133333,-29.91
Eucalyptus pyriformis,116.54,-30.2511111
Eucalyptus pyriformis,116.55,-31.05
Eucalyptus pyriformis,116.5833,-31.3667
Eucalyptus pyriformis,116.6,-30.2667
Eucalyptus pyriformis,116.6036,-30.985
Eucalyptus pyriformis,116.62,-30.82
Eucalyptus pyriformis,116.6252778,-29.98
Eucalyptus pyriformis,116.6597222,-29.87194444
Eucalyptus pyriformis,116.6683333,-30.39
Eucalyptus pyriformis,116.6833,-30.85
Eucalyptus pyriformis,116.75,-30.8667
Eucalyptus pyriformis,116.8333333,-31.06666667
Eucalyptus pyriformis,116.95,-31.25
Eucalyptus pyriformis,117.0333,-31.2
Eucalyptus pyriformis,117.05,-30.86666667
Eucalyptus pyriformis,117.1381353,-31.32092488
Eucalyptus pyriformis,117.1833,-30.85
Eucalyptus pyriformis,117.2333,-30.8333
Eucalyptus pyriformis,117.2792,-31.4625
Eucalyptus pyriformis,117.4166667,-31.68333333
Eucalyptus pyrocarpa,152.22,-29.58
Eucalyptus pyrocarpa,152.28,-29.33
Eucalyptus pyrocarpa,152.3229722,-29.48513889
Eucalyptus pyrocarpa,152.33,-30.47
Eucalyptus pyrocarpa,152.55,-30.5167
Eucalyptus pyrocarpa,152.8105556,-29.8252778
Eucalyptus pyrocarpa,152.8166667,-29.43333333
Eucalyptus pyrocarpa,152.9667,-30.2167
Eucalyptus pyrocarpa,152.98,-29.98
Eucalyptus pyrocarpa,153.00689,-30.04519
Eucalyptus pyrocarpa,153.0167,-30.2333
Eucalyptus pyrocarpa,153.0175475,-30.18194719
Eucalyptus pyrocarpa,153.03,-30.9
Eucalyptus pyrocarpa,153.0333,-30.1
Eucalyptus pyrocarpa,153.0333,-29.9167
Eucalyptus pyrocarpa,153.0872222,-30.11055556
Eucalyptus pyrocarpa,153.1166667,-30.26666667
Eucalyptus pyrocarpa,153.1333,-29.9
Eucalyptus pyrocarpa,153.1667,-30
Eucalyptus pyrocarpa,153.1667,-29.95
Eucalyptus pyrocarpa,153.1855972,-29.78750229
Eucalyptus pyrocarpa,153.2192059,-29.52944617
Eucalyptus pyrocarpa,153.22,-29.62
Eucalyptus pyrocarpa,153.25,-29.7167
Eucalyptus pyrocarpa,153.25,-29.6667
Eucalyptus pyrocarpa,153.3166667,-29.58333333
Eucalyptus quadrangulata,150.22,-34.12
Eucalyptus quadrangulata,150.351697,-35.289072
Eucalyptus quadrangulata,150.38,-34.7
Eucalyptus quadrangulata,150.4120928,-34.60972618
Eucalyptus quadrangulata,150.45,-34.45
Eucalyptus quadrangulata,150.4938889,-34.4025
Eucalyptus quadrangulata,150.5,-34.35
Eucalyptus quadrangulata,150.52,-34.12
Eucalyptus quadrangulata,150.5269,-34.5158
Eucalyptus quadrangulata,150.58,-34.05
Eucalyptus quadrangulata,150.5991064,-34.62797667
Eucalyptus quadrangulata,150.601942,-34.4152717
Eucalyptus quadrangulata,150.6167,-34.6833
Eucalyptus quadrangulata,150.65,-34.57
Eucalyptus quadrangulata,150.7,-34.65
Eucalyptus quadrangulata,150.7,-34.55
Eucalyptus quadrangulata,150.7633088,-34.4832441
Eucalyptus quadrangulata,150.83,-34.45
Eucalyptus quadrangulata,150.85,-34.66666667
Eucalyptus quadrangulata,150.85,-34.4
Eucalyptus quadrangulata,151.17,-31.55
Eucalyptus quadrangulata,151.3586,-28.2333
Eucalyptus quadrangulata,151.45,-32.22
Eucalyptus quadrangulata,151.6289679,-31.71195614
Eucalyptus quadrangulata,151.7833333,-29.58333333
Eucalyptus quadrangulata,151.8009119,-31.9986224
Eucalyptus quadrangulata,151.82,-31.13
Eucalyptus quadrangulata,151.83,-31.62
Eucalyptus quadrangulata,151.95,-32.15
Eucalyptus quadrangulata,152.08,-31
Eucalyptus quadrangulata,152.17,-28.17
Eucalyptus quadrangulata,152.2,-30.87
Eucalyptus quadrangulata,152.2,-30.65
Eucalyptus quadrangulata,152.22,-31.67
Eucalyptus quadrangulata,152.2810835,-27.94520902
Eucalyptus quadrangulata,152.3002,-27.8693
Eucalyptus quadrangulata,152.32,-30.06472222
Eucalyptus quadrangulata,152.33,-28.17
Eucalyptus quadrangulata,152.3424716,-27.95687537
Eucalyptus quadrangulata,152.3472222,-28.34527778
Eucalyptus quadrangulata,152.3586111,-28.23333333
Eucalyptus quadrangulata,152.37,-29.97
Eucalyptus quadrangulata,152.4667,-29.8333
Eucalyptus quadrangulata,152.7167,-30.3333
Eucalyptus quadrangulata,152.7416667,-30.3916667
Eucalyptus quadrangulata,152.8,-30.38333333
Eucalyptus quadrangulata,153.1108333,-28.21777778
Eucalyptus quadrangulata,153.1667,-28.1667
Eucalyptus quadrans,118.48,-33.78
Eucalyptus quadrans,118.51,-33.53666667
Eucalyptus quadrans,118.775,-33.47111111
Eucalyptus quadrans,118.7862193,-33.34348193
Eucalyptus quadrans,118.97,-33.1
Eucalyptus quadrans,119.1272222,-33.56777778
Eucalyptus quadrans,119.2184722,-33.49427778
Eucalyptus quadrans,119.2661111,-33.44861111
Eucalyptus quadrans,119.4329167,-33.47738889
Eucalyptus quadrans,119.4388889,-32.76388889
Eucalyptus quadrans,119.5,-34.06666667
Eucalyptus quadrans,119.5012089,-32.89402407
Eucalyptus quadrans,119.53,-33.25
Eucalyptus quadrans,119.5358889,-32.80461111
Eucalyptus quadrans,119.6225,-33.27277778
Eucalyptus quadrans,119.6245833,-32.96422222
Eucalyptus quadrans,119.7,-33.2667
Eucalyptus quadrans,119.7,-33.13
Eucalyptus quadrans,119.7166667,-33.21666667
Eucalyptus quadrans,119.73,-33.17
Eucalyptus quadrans,119.7833333,-33.26666667
Eucalyptus quadrans,119.8333,-33.3333
Eucalyptus quadrans,119.8333,-33.1667
Eucalyptus quadrans,119.8333333,-33.28333333
Eucalyptus quadrans,119.9,-33.38
Eucalyptus quadrans,119.979083,-33.210111
Eucalyptus quadrans,119.9833333,-32.82138889
Eucalyptus quadrans,120.0309384,-33.44513441
Eucalyptus quadrans,120.0666667,-33.58333333
Eucalyptus quadrans,120.22,-32.2916667
Eucalyptus quadrans,120.31,-32.93972222
Eucalyptus quadrans,120.4192749,-33.71818801
Eucalyptus quadrans,120.4248038,-32.87804708
Eucalyptus quadrans,120.5762179,-33.67513009
Eucalyptus quadrans,120.65,-32.53333333
Eucalyptus quadrans,120.8336111,-33.2925
Eucalyptus quadrans,120.9151667,-33.3285
Eucalyptus quadrans,121,-33.55
Eucalyptus quadrans,121.0995,-33.01341667
Eucalyptus quadrans,121.1142677,-33.49039942
Eucalyptus quadrans,121.15,-32.88
Eucalyptus quadrans,121.1605556,-32.99361111
Eucalyptus quadrans,121.23,-32.78
Eucalyptus quadrans,121.2680556,-33.08027778
Eucalyptus quadrans,121.3,-33.2
Eucalyptus quadrans,121.42,-32.63
Eucalyptus quadrans,121.47,-33.53
Eucalyptus quadrans,121.48,-32.63
Eucalyptus quadrans,121.5275844,-33.42524515
Eucalyptus quadrans,121.55,-32.7833
Eucalyptus quadrans,121.6333,-33.3333
Eucalyptus quadrans,121.6333,-32.9833
Eucalyptus quadrans,121.6708333,-32.68083333
Eucalyptus quadrans,121.675,-33.05111111
Eucalyptus quadrans,121.7,-33.1333
Eucalyptus quadrans,121.7167,-33.3333
Eucalyptus quadrans,121.72,-33.23
Eucalyptus quadrans,121.75,-33
Eucalyptus quadrans,121.767778,-33.352222
Eucalyptus quadrans,121.8513889,-33.34805556
Eucalyptus quadrans,121.8583333,-33.44972222
Eucalyptus quadrans,121.8883333,-33.86138889
Eucalyptus quadrans,122.1,-33.45
Eucalyptus quadrans,122.1,-33.25
Eucalyptus quadrans,122.1275928,-33.29844081
Eucalyptus quadrans,122.1738889,-33.2125
Eucalyptus quadrans,122.2666667,-33.28333333
Eucalyptus quadrans,122.3333333,-33.36666667
Eucalyptus quadrans,122.4,-33.4
Eucalyptus quadrans,122.45,-33.41666667
Eucalyptus quadrans,122.5,-33.47
Eucalyptus quadrans,122.6955556,-33.46472222
Eucalyptus quadrans,122.75,-33.15
Eucalyptus quadrans,122.85,-33.2333
Eucalyptus quadrans,123.3666667,-33.11666667
Eucalyptus quadrans,123.4,-33.3
Eucalyptus quadrans,123.45,-33.21666667
Eucalyptus quadrans,123.4783333,-33.45305556
Eucalyptus quadricostata,144.6592,-20.2402564
Eucalyptus quadricostata,144.6667,-20.3667
Eucalyptus quadricostata,144.8,-20.4833
Eucalyptus quadricostata,144.8358333,-20.4502778
Eucalyptus quadricostata,144.9078,-20.6353
Eucalyptus quadricostata,144.9266667,-20.3155556
Eucalyptus quadricostata,144.9275303,-20.26414428
Eucalyptus quadricostata,144.98,-20.38
Eucalyptus quadricostata,144.9894742,-20.31219949
Eucalyptus quadricostata,145.0758623,-20.37358791
Eucalyptus quadricostata,145.08,-20.42
Eucalyptus quadricostata,145.0833,-20.55
Eucalyptus quadricostata,145.1364,-20.6342
Eucalyptus quadricostata,145.172528,-20.41580967
Eucalyptus quadricostata,145.2353,-20.4286
Eucalyptus quadricostata,145.2667,-20.4658
Eucalyptus quadricostata,145.2667,-20.2667
Eucalyptus quadricostata,145.3,-20.3
Eucalyptus quadricostata,145.32,-20.48
Eucalyptus quadricostata,145.3294705,-20.38914252
Eucalyptus quadricostata,145.35,-20.4333
Eucalyptus quadricostata,145.3564153,-20.55830863
Eucalyptus quadricostata,145.3830556,-20.50916667
Eucalyptus quadricostata,145.4447,-20.4972
Eucalyptus quadricostata,145.4758577,-20.39025311
Eucalyptus quadricostata,145.5258569,-20.3569197
Eucalyptus quaerenda,118.3,-33.5
Eucalyptus quaerenda,118.4,-33.6
Eucalyptus quaerenda,118.4,-33.5
Eucalyptus quaerenda,118.4,-33.4
Eucalyptus quaerenda,118.5,-33.5
Eucalyptus quaerenda,119.5,-33.1
Eucalyptus quaerenda,119.5,-33
Eucalyptus quaerenda,119.6,-33.1
Eucalyptus quaerenda,119.8,-33.4
Eucalyptus quaerenda,119.8,-33.3
Eucalyptus quaerenda,119.9,-33.5
Eucalyptus quaerenda,119.9,-33.4
Eucalyptus racemosa,149.9167,-35.2333
Eucalyptus racemosa,149.95,-34.8167
Eucalyptus racemosa,150,-34.71666667
Eucalyptus racemosa,150.0333,-35.2833
Eucalyptus racemosa,150.05,-35.3833
Eucalyptus racemosa,150.07,-35.23
Eucalyptus racemosa,150.0833,-34.1667
Eucalyptus racemosa,150.084294,-34.71530591
Eucalyptus racemosa,150.1083,-35.2667
Eucalyptus racemosa,150.1167,-35.15
Eucalyptus racemosa,150.1167,-35.0833
Eucalyptus racemosa,150.13,-33.57
Eucalyptus racemosa,150.1667,-34.6667
Eucalyptus racemosa,150.17,-33.48
Eucalyptus racemosa,150.1798523,-35.07002824
Eucalyptus racemosa,150.18,-33.75
Eucalyptus racemosa,150.1920128,-33.3284478
Eucalyptus racemosa,150.2,-34.75
Eucalyptus racemosa,150.2063807,-34.50152211
Eucalyptus racemosa,150.2257095,-34.64078266
Eucalyptus racemosa,150.2333,-33.4833
Eucalyptus racemosa,150.25,-33.56666667
Eucalyptus racemosa,150.2666667,-33.63333333
Eucalyptus racemosa,150.2667,-35.1
Eucalyptus racemosa,150.28,-35.15
Eucalyptus racemosa,150.28,-34.35
Eucalyptus racemosa,150.2833,-33.4333
Eucalyptus racemosa,150.2833333,-33.5
Eucalyptus racemosa,150.284528,-34.8984264
Eucalyptus racemosa,150.3018643,-34.68035306
Eucalyptus racemosa,150.3167,-33.7167
Eucalyptus racemosa,150.318612,-34.7699649
Eucalyptus racemosa,150.319166,-33.6479619
Eucalyptus racemosa,150.3333,-35.0667
Eucalyptus racemosa,150.3365793,-34.48189549
Eucalyptus racemosa,150.3541667,-33.5222222
Eucalyptus racemosa,150.3667,-33.75
Eucalyptus racemosa,150.37,-35.35
Eucalyptus racemosa,150.3767,-34.7761
Eucalyptus racemosa,150.38,-33.93
Eucalyptus racemosa,150.38,-33.67
Eucalyptus racemosa,150.3802364,-34.68657127
Eucalyptus racemosa,150.3972,-35.0997
Eucalyptus racemosa,150.4,-34.3333
Eucalyptus racemosa,150.4138246,-34.62418647
Eucalyptus racemosa,150.4167,-35
Eucalyptus racemosa,150.4167,-34.9
Eucalyptus racemosa,150.42,-33.42
Eucalyptus racemosa,150.43,-33.72
Eucalyptus racemosa,150.45,-35.3833
Eucalyptus racemosa,150.45,-35.1167
Eucalyptus racemosa,150.4667,-35.0333
Eucalyptus racemosa,150.4667,-34.65
Eucalyptus racemosa,150.4903,-33.725
Eucalyptus racemosa,150.49344,-34.97394
Eucalyptus racemosa,150.5083333,-35.2
Eucalyptus racemosa,150.5178555,-35.06509451
Eucalyptus racemosa,150.5342778,-33.69863334
Eucalyptus racemosa,150.57,-34.33
Eucalyptus racemosa,150.5717,-34.8958
Eucalyptus racemosa,150.58,-34.28
Eucalyptus racemosa,150.5833,-35.0833
Eucalyptus racemosa,150.5833,-34.85
Eucalyptus racemosa,150.590114,-34.523397
Eucalyptus racemosa,150.6083,-33.9333
Eucalyptus racemosa,150.6166224,-34.92942169
Eucalyptus racemosa,150.6192,-33.7406
Eucalyptus racemosa,150.6593648,-33.59165084
Eucalyptus racemosa,150.6667,-35.15
Eucalyptus racemosa,150.6667,-33.0333
Eucalyptus racemosa,150.6833,-33.6667
Eucalyptus racemosa,150.7,-35.1
Eucalyptus racemosa,150.7113893,-34.43089323
Eucalyptus racemosa,150.7166667,-33.61666667
Eucalyptus racemosa,150.7167,-34.65
Eucalyptus racemosa,150.7417,-33.6833
Eucalyptus racemosa,150.75,-34.33
Eucalyptus racemosa,150.77,-33.87
Eucalyptus racemosa,150.8167,-33.6167
Eucalyptus racemosa,150.8292,-34.1614
Eucalyptus racemosa,150.85,-32.85
Eucalyptus racemosa,150.8595113,-34.29841721
Eucalyptus racemosa,150.8833,-33.5833
Eucalyptus racemosa,150.9330556,-33.9622222
Eucalyptus racemosa,150.9516667,-33.635
Eucalyptus racemosa,150.9722222,-34.0527778
Eucalyptus racemosa,151,-34.1333
Eucalyptus racemosa,151,-34
Eucalyptus racemosa,151.0055556,-33.9305556
Eucalyptus racemosa,151.0570776,-34.16232309
Eucalyptus racemosa,151.0667,-34.1
Eucalyptus racemosa,151.08,-33.15
Eucalyptus racemosa,151.1,-33.28
Eucalyptus racemosa,151.1167,-33.7167
Eucalyptus racemosa,151.12,-33.83
Eucalyptus racemosa,151.12,-33.65
Eucalyptus racemosa,151.13,-33.12
Eucalyptus racemosa,151.15,-32.8667
Eucalyptus racemosa,151.1667,-33.5833
Eucalyptus racemosa,151.1667,-33.1667
Eucalyptus racemosa,151.2,-33.63
Eucalyptus racemosa,151.2167,-33.4
Eucalyptus racemosa,151.2211,-32.7706
Eucalyptus racemosa,151.23,-33.68
Eucalyptus racemosa,151.25,-33.8333
Eucalyptus racemosa,151.2667,-33.4667
Eucalyptus racemosa,151.3,-33.66666667
Eucalyptus racemosa,151.32,-32.92
Eucalyptus racemosa,151.3333,-33.4333
Eucalyptus racemosa,151.35,-32.82
Eucalyptus racemosa,151.4842604,-33.2486262
Eucalyptus racemosa,151.5,-33.0833
Eucalyptus racemosa,151.5031,-32.8311
Eucalyptus racemosa,151.5167,-33.2
Eucalyptus racemosa,151.55,-33.02
Eucalyptus racemosa,151.6333,-33.1667
Eucalyptus racemosa,151.6333,-33.1167
Eucalyptus racemosa,151.73,-32.83
Eucalyptus racemosa,151.7667,-32.9333
Eucalyptus racemosa,151.85,-32.8
Eucalyptus racemosa,152.18,-28.9666667
Eucalyptus racemosa,152.1833333,-29.98333333
Eucalyptus racemosa,152.2180128,-25.08327005
